Submission ID	Description	Project	Lab	Assay	Data Type	Experimental Factor	Treatment	Organism	Cell Line	Strain	Tissue	Stage/Treatment	Date Data Submitted	Release Date	Status	GFF Files	GEO/SRA IDs
174	POL-2_CTD_Mixed_Embryos (ABAB5408_4H8_N2_MXEMB)	Lieb	Desai	ChIP-chip	chromatin	Target=ama-1;AbName=ab5408;Array=86bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	6/2/08	2/15/10	released	computed_peaks/ABAB5408_4H8_N2_MXEMB_peaks.gff	, GSE22669, GSM562194, GSM562195, GSM562196, GSM562197, GSM562198, GSM562199
175	Histone_H3K36me3_from_N2_L3_larvae_(AB9050_H3K36ME3_N2_L3)	Lieb	Ahringer	ChIP-chip	chromatin modification	Target=H3K36Me3;AbName=H3K36Me3;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	1/4/09	2/16/10	released		GSE22670, GSM562200, GSM562201, GSM562202
176	Histone_H3K4me3_from_N2_L3_larvae_(AR0169_H3K4me3_N2_L3)	Lieb	Ahringer	ChIP-chip	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	1/4/09	2/16/10	released		GSE22697, GSM562582, GSM562583, GSM562584
179	Negative_control_antibody_from_N2_L3_larvae_(JA00002_IGG_N2_L3)	Lieb	Ahringer	ChIP-chip	chromatin modification	Target=none;AbName=JA00002_IGG;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	1/4/09	2/17/10	released		GSE22698, GSM562585, GSM562586, GSM562587
188	Histone_H3K9me3_from_N2_L3_larvae_(UP07442_H3K9ME3_N2_L3)	Lieb	Ahringer	ChIP-chip	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	1/4/09	2/17/10	released		GSE22699, GSM562588, GSM562589, GSM562590
194	HCP-3_CENP-A_Mixed_Embryos_(OD00001_HCP3_N2_MXEMB)	Lieb	Desai	ChIP-chip	chromatin	Target=hcp-3;AbName=OD00001_HCP3;Array=86bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	1/4/09	2/17/10	released		, GSE15064, GSM376935, GSM376936, GSM376937, GSM376938, GSM376939, GSM376940, GSM376941, GSM376942, GSM376943
195	MES-4_FLAG_Early_Embryos_(SGF3165_FLAG_MES4FLAG_EEMB)	Lieb	Strome	ChIP-chip	chromatin	Target=FLAG;AbName=SGF3165_FLAG;Array=86bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		MES4FLAG	whole organism	embryo: blastula embryo, gastrulating embryo	1/4/09	2/2/09	released	computed_peaks/SGF3165_FLAG_MES4FLAG_EEMB_peaks.gff	, GSE16133, GSM403975, GSM403976, GSM403977, GSM403978, GSM403979, GSM403980, GSM403981, GSM403982, GSM403983
201	H4AcTetra.S2	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H4AcTetra;AbName=H4AcTetra;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				8/15/08	4/8/09	released	repset.3211344.smoothedM.clusters.gff3	GSE20759, GSM520775, GSM520775, GSM520776, GSM520777, GSM520778, GSM520779
202	NA_MES4FLAG_EEMB	Lieb	Strome	ChIP-chip	chromatin	Array=86bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		MES4FLAG	whole organism	embryo: blastula embryo, gastrulating embryo	1/15/09	12/4/09	released		, GSE22700, GSM562591, GSM562592, GSM562593, GSM562594, GSM562595, GSM562596
214	DMG1 RTPCR	Celniker	Brent	RTPCR	gene model	Reactions=431		Drosophila melanogaster	CME L1				4/23/08	4/23/08	released	DMG1_RTPCR.gff	
215	DMG2 RTPCR	Celniker	Brent	RTPCR	gene model	Reactions=440		Drosophila melanogaster	CME L1				6/3/08	6/3/08	released	DMG2_RTPCR.gff3	
266 superseded by 2675	DMG3	Celniker	Brent	Computational annotation	gene model			Drosophila sp., Drosophila arizonae, Drosophila simulans, Drosophila melanogaster					2/9/09	3/17/09	replaced	transcript_clusters/dm3_run2.gff3, models/DMG3.gff3	
267	Dm_Kc167_nuclearRNA_p200_475-476-477_38bp	Celniker	Gingeras	tiling array: RNA	transcription	Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/10/09	4/21/09	released	Dro2_AS_Kc167_RNu_881.gff	GSE16323, GSM409628, GSM409629, GSM409630
268	Dm_Kc167_polyApRNA_p200_145-146-147_38bp	Celniker	Gingeras	tiling array: RNA	transcription	Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/10/09	4/21/09	released	Dro2_AS_Kc167_RWP+_731.gff	GSE16324, GSM409631, GSM409632, GSM409633
274	BEAF-HB.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=BEAF-32;AbName=BEAF-HB;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4620885.smoothedM.clusters.gff3	GSE20760, GSM520780, GSM520780, GSM520781, GSM520782, GSM520783
275	Chro(Chriz)BR.BG3	Karpen	Kuroda	ChIP-chip	chromatin	Target=Chro;AbName=Chro(Chriz)BR;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4620431.smoothedM.clusters.gff3	GSE20761, GSM520784, GSM520784, GSM520785, GSM520786, GSM520787
276	Chro(Chriz)BR.Clone_8	Karpen	Kuroda	ChIP-chip	chromatin	Target=Chro;AbName=Chro(Chriz)BR;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	CME W1 Cl.8+				2/12/09	10/12/09	released	repset.4620313.smoothedM.clusters.gff3	GSE20762, GSM520788, GSM520788, GSM520789, GSM520790, GSM520791
277	Chro(Chriz)BR.Kc	Karpen	Kuroda	ChIP-chip	chromatin	Target=Chro;AbName=Chro(Chriz)BR;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/12/09	10/12/09	released	repset.4620425.smoothedM.clusters.gff3	GSE20763, GSM520792, GSM520792, GSM520793, GSM520794, GSM520795
278	Chro(Chriz)BR.S2	Karpen	Kuroda	ChIP-chip	chromatin	Target=Chro;AbName=Chro(Chriz)BR;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3833938.smoothedM.clusters.gff3	GSE20764, GSM520796, GSM520796, GSM520797, GSM520798, GSM520799
279	Chro(Chriz)WR.S2	Karpen	Kuroda	ChIP-chip	chromatin	Target=Chro;AbName=Chro(Chriz)WR;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3833943.smoothedM.clusters.gff3	GSE20765, GSM520800, GSM520800, GSM520801, GSM520802, GSM520803
280	CP190-VC.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=Cp190;AbName=CP190-VC;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4621849.smoothedM.clusters.gff3	GSE20766, GSM520804, GSM520804, GSM520805, GSM520806, GSM520807
282	CTCF-VC.BG3	Karpen	Pirrotta	ChIP-chip	chromatin	Target=CTCF;AbName=CTCF-VC;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4621686.smoothedM.clusters.gff3	GSE20767, GSM520808, GSM520808, GSM520809, GSM520810, GSM520811
283	CTCF-VC.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=CTCF;AbName=CTCF-VC;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4621693.smoothedM.clusters.gff3	GSE20768, GSM520812, GSM520812, GSM520813, GSM520814, GSM520815
284	Ez.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=E(z);AbName=Ez;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3506179.smoothedM.clusters.gff3	GSE20769, GSM520816, GSM520816, GSM520817, GSM520818, GSM520819, GSM520820, GSM520821
285	GAF.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=Trl;AbName=GAF;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211334.smoothedM.clusters.gff3	GSE20770, GSM520822, GSM520822, GSM520823, GSM520824, GSM520825
288	H2B-ubiq (NRO3).BG3	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H2BUbiq;AbName=H2BUbiq NRO3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4620886.smoothedM.clusters.gff3	GSE20771, GSM520826, GSM520826, GSM520827, GSM520828, GSM520829
289	H2B-ubiq (NRO3).Kc	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H2BUbiq;AbName=H2BUbiq NRO3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/12/09	10/12/09	released	repset.4621049.smoothedM.clusters.gff3	GSE20772, GSM520830, GSM520830, GSM520831, GSM520832, GSM520833
290	H2B-ubiq (NRO3).S2	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H2BUbiq;AbName=H2BUbiq NRO3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4162649.smoothedM.clusters.gff3	GSE20773, GSM520834, GSM520834, GSM520835, GSM520836, GSM520837
291	H3K18ac.BG3	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K18Ac;AbName=H3K18Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4162513.smoothedM.clusters.gff3	GSE20774, GSM520838, GSM520838, GSM520839, GSM520840, GSM520841
292	H3K18ac.S2	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K18Ac;AbName=H3K18Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3506196.smoothedM.clusters.gff3	GSE20775, GSM520842, GSM520842, GSM520843, GSM520844, GSM520845
293	H3K23ac.BG3	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K23Ac;AbName=H3K23Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4620312.smoothedM.clusters.gff3	GSE20776, GSM520846, GSM520846, GSM520847, GSM520848, GSM520849
294	H3K23ac.S2	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K23Ac;AbName=H3K23Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3506195.smoothedM.clusters.gff3	GSE20777, GSM520850, GSM520850, GSM520851, GSM520852, GSM520853, GSM520854
295	H3K27Ac.BG3	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K27Ac;AbName=H3K27Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4162469.smoothedM.clusters.gff3	GSE20778, GSM520855, GSM520855, GSM520856, GSM520857, GSM520858
296	H3K27Ac.S2	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K27Ac;AbName=H3K27Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	5/29/09	released	repset.3211339.smoothedM.clusters.gff3	GSE20779, GSM520859, GSM520859, GSM520860, GSM520861, GSM520862
297	H3K27Me3 (Abcam2).BG3	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3 Abcam2;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4162470.smoothedM.clusters.gff3	GSE20780, GSM520863, GSM520863, GSM520864, GSM520865, GSM520866
298	H3K27me3 (Abcam2).S2	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K27Me3;AbName=H3K27Me3 Abcam2;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4621697.smoothedM.clusters.gff3	GSE20781, GSM520867, GSM520867, GSM520868, GSM520869, GSM520870
299	H3K36me1.BG3	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H3K36Me1;AbName=H3K36Me1;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4621048.smoothedM.clusters.gff3	GSE20782, GSM520871, GSM520871, GSM520872, GSM520873, GSM520874
301	H3K36me3.BG3	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H3K36Me3;AbName=H3K36Me3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4621052.smoothedM.clusters.gff3	GSE20783, GSM520875, GSM520875, GSM520876, GSM520877, GSM520878
302	H3K36me3.Kc	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H3K36Me3;AbName=H3K36Me3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/12/09	10/12/09	released	repset.4621046.smoothedM.clusters.gff3	GSE20784, GSM520879, GSM520879, GSM520880, GSM520881, GSM520882
303	H3K36me3.S2	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H3K36Me3;AbName=H3K36Me3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211313.smoothedM.clusters.gff3	GSE20785, GSM520883, GSM520883, GSM520884, GSM520885, GSM520886
304	H3K4me1.S2	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K4Me1;AbName=H3K4Me1;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211335.smoothedM.clusters.gff3	GSE20786, GSM520887, GSM520887, GSM520888, GSM520889, GSM520890, GSM520891, GSM520892
305	H3K4Me3(LP).S2	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K4Me3;AbName=H3K4Me3 LP;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211336.smoothedM.clusters.gff3	GSE20787, GSM520893, GSM520893, GSM520894, GSM520895, GSM520896, GSM520897, GSM520898
306	H3K79Me2.BG3	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K79Me2;AbName=H3K79Me2;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4162473.smoothedM.clusters.gff3	GSE20788, GSM520899, GSM520899, GSM520900, GSM520901, GSM520902
307	H3K79Me2.S2	Karpen	Pirrotta	ChIP-chip	chromatin modification	Target=H3K79Me2;AbName=H3K79Me2;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211314.smoothedM.clusters.gff3	GSE20789, GSM520903, GSM520903, GSM520904, GSM520905, GSM520906
309	H3K9ac.S2	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K9Ac;AbName=H3K9Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3506200.smoothedM.clusters.gff3	GSE20790, GSM520907, GSM520907, GSM520908, GSM520909, GSM520910
310	H3K9me2-Ab2 (new lot).BG3	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K9Me2;AbName=H3K9Me2;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4620569.smoothedM.clusters.gff3	GSE20791, GSM520911, GSM520911, GSM520912, GSM520913, GSM520914
311	H3K9me2 antibody2.S2	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K9Me2;AbName=H3K9Me2;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/15/09	released	repset.3506197.smoothedM.clusters.gff3	GSE20792, GSM520915, GSM520915, GSM520916, GSM520917, GSM520918
312	H3K9me3 (new lot).BG3	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4620432.smoothedM.clusters.gff3	GSE20793, GSM520919, GSM520919, GSM520920, GSM520921, GSM520922
313	H3K9me3.S2	Karpen	Elgin	ChIP-chip	chromatin modification	Target=H3K9Me3;AbName=H3K9Me3;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3506194.smoothedM.clusters.gff3	GSE20794, GSM520923, GSM520923, GSM520924, GSM520925, GSM520926
316	H4K16ac(L).BG3	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H4K16Ac;AbName=H4K16Ac L;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4620430.smoothedM.clusters.gff3	GSE20795, GSM520927, GSM520927, GSM520928, GSM520929, GSM520930
317	H4K16ac(L).Clone_8	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H4K16Ac;AbName=H4K16Ac L;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	CME W1 Cl.8+				2/12/09	10/12/09	released	repset.4621692.smoothedM.clusters.gff3	GSE20796, GSM520931, GSM520931, GSM520932, GSM520933, GSM520934
318	H4K16ac(L).Kc	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H4K16Ac;AbName=H4K16Ac L;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/12/09	10/12/09	released	repset.4620427.smoothedM.clusters.gff3	GSE20797, GSM520935, GSM520935, GSM520936, GSM520937, GSM520938
319	H4K16ac(L).S2	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H4K16Ac;AbName=H4K16Ac L;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3833937.smoothedM.clusters.gff3	GSE20798, GSM520939, GSM520939, GSM520940, GSM520941, GSM520942
320	H4K16ac(M).S2	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H4K16Ac;AbName=H4K16Ac M;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3833941.smoothedM.clusters.gff3	GSE20799, GSM520943, GSM520943, GSM520944, GSM520945, GSM520946
321	H4K5ac.S2	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H4K5Ac;AbName=H4K5Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211333.smoothedM.clusters.gff3	GSE20800, GSM520947, GSM520947, GSM520948, GSM520949, GSM520950
322	H4K8ac.S2	Karpen	Kuroda	ChIP-chip	chromatin modification	Target=H4K8Ac;AbName=H4K8Ac;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3833940.smoothedM.clusters.gff3	GSE20801, GSM520951, GSM520951, GSM520952, GSM520953, GSM520954
324	mod2.2-VC.BG3	Karpen	Pirrotta	ChIP-chip	chromatin	Target=mod(mdg4);AbName=mod2.2-VC;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4621691.smoothedM.clusters.gff3	GSE20802, GSM520955, GSM520955, GSM520956, GSM520957, GSM520958
325	Pc.BG3	Karpen	Pirrotta	ChIP-chip	chromatin	Target=Pc;AbName=Pc;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG3-c2				2/12/09	10/12/09	released	repset.4162467.smoothedM.clusters.gff3	GSE20803, GSM520959, GSM520959, GSM520960, GSM520961, GSM520962
326	Pc.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=Pc;AbName=Pc;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211340.smoothedM.clusters.gff3	GSE20804, GSM520963, GSM520963, GSM520964, GSM520965, GSM520966
327	RNA pol II (ALG).Clone_8	Karpen	Kuroda	ChIP-chip	chromatin	Target=RpII215;AbName=RNA pol II (ALG);Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	CME W1 Cl.8+				2/12/09	10/12/09	released	repset.4621053.smoothedM.clusters.gff3	GSE20805, GSM520967, GSM520967, GSM520968, GSM520969, GSM520970
328	RNA pol II (ALG).Kc	Karpen	Kuroda	ChIP-chip	chromatin	Target=RpII215;AbName=RNA pol II (ALG);Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	Kc167				2/12/09	10/12/09	released	repset.4621047.smoothedM.clusters.gff3	GSE20806, GSM520971, GSM520971, GSM520972, GSM520973, GSM520974
329	RNA pol II (ALG).S2	Karpen	Kuroda	ChIP-chip	chromatin	Target=RpII215;AbName=RNA pol II (ALG);Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4162648.smoothedM.clusters.gff3	GSE20807, GSM520975, GSM520975, GSM520976, GSM520977, GSM520978
330	SU(HW)-HB.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=su(Hw);AbName=SU(HW)-HB;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4621225.smoothedM.clusters.gff3	GSE20808, GSM520979, GSM520979, GSM520980, GSM520981, GSM520982
331	Su(Hw)-VC.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=su(Hw);AbName=Su(Hw)-VC;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.4621850.smoothedM.clusters.gff3	GSE20809, GSM520983, GSM520983, GSM520984, GSM520985, GSM520986
332	Trx-C.S2	Karpen	Pirrotta	ChIP-chip	chromatin	Target=trx;AbName=Trx-C;Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	S2-DRSC				2/12/09	10/12/09	released	repset.3211337.smoothedM.clusters.gff3	GSE20810, GSM520987, GSM520987, GSM520988, GSM520989, GSM520990
333 deprecated by 642	mid_L2_20dC_14hrs_post_L1	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	larva: L2 larva	3/5/09	11/19/09	replaced		
334	DPY-26_N2_Mixed_Embryos_(JL00003_DPY26_N2_MXEMB)	Lieb	Lieb	ChIP-chip	chromatin	Target=dpy-26;AbName=JL00003_DPY26;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2/17/09	3/17/09	released		GSE16132, GSM403972, GSM403972, GSM403973, GSM403974
336	MIX-1_N2_Mixed_Embryos_(JL00004_MIX1_N2_MXEMB)	Lieb	Lieb	ChIP-chip	chromatin	Target=mix-1;AbName=JL0004_MIX1;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2/19/09	3/22/09	released		GSE16268, GSM409467, GSM409467, GSM409468, GSM409469
337	Dm_ML-DmBG2-c2_TotalRNA_p200_470-472-474_38bp	Celniker	Gingeras	tiling array: RNA	transcription	Array=38bp;ArrayPlatform=Affymetrix		Drosophila melanogaster	ML-DmBG2-c2				2/18/09	2/18/09	released	Dro2_AS_ML-DmBG2-c2_882.gff	GSE16325, GSM409634, GSM409635, GSM409636
338	SDC-2_N2_Mixed_Embryos (JL00005_SDC2_N2_MXEMB)	Lieb	Lieb	ChIP-chip	chromatin	Target=sdc-2;AbName=JL0005_SDC2;Array=40bp;ArrayPlatform=Nimblegen		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2/24/09	3/24/09	released	computed_peaks/JL00005_SDC2_N2_MXEMB_peaks.gff	, GSE22701, GSM562597, GSM562598, GSM562599
339	DMG3 RTPCR	Celniker	Brent	RTPCR	gene model	Reactions=224		Drosophila melanogaster	CME L1				2/27/09	3/23/09	released	DMG3_RTPCR.gff3	
340	DMG4 RTPCR	Celniker	Brent	RTPCR	gene model	Reactions=312		Drosophila melanogaster	CME L1				2/27/09	3/22/09	released	DMG4_RTPCR.gff3	
342	Dm Kc167 Poly-Ap p200 467 C-tailed RNA-Seq Nexalign	Celniker	Gingeras	RNA-seq	transcription			Drosophila melanogaster	Kc167				2/27/08	9/29/09	released		GSM451119
343	Dm embryo 16-18h C-tailed RNA-Seq NexAlign	Celniker	Gingeras	RNA-seq	transcription			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: egg stage, embryonic stage, fertilized egg stage, late embryonic stage, unfertilized egg stage, embryonic stage 17	2/27/08	9/23/09	released		GSM439966
